Departamento,Municipio,Altitud
Santander,Güepsa ,
Santander,Hato ,
Santander,Jesús María ,
Santander,Jordán ,
Santander,La Belleza ,
Santander,La Paz ,
Santander,Landázuri ,
Santander,Lebrija ,
Santander,Los Santos ,
Santander,Macaravita ,
Santander,Málaga ,
Santander,Matanza ,
Santander,Mogotes ,
Santander,Molagavita ,
Santander,Ocamonte ,
Santander,Oiba ,
Santander,Onzaga ,
Santander,Palmar ,
Santander,Palmas del Socorro ,
Santander,Páramo ,
Santander,Piedecuesta ,
Santander,Pinchote ,
Santander,Puente Nacional ,
Santander,Puerto Parra ,
Santander,Puerto Wilches ,
Santander,Rionegro ,
Santander,Sabana de Torres ,
Santander,San Andrés ,
Santander,San Benito ,
Santander,San Gil ,
Santander,San Joaquín ,
Santander,San José de Miranda ,
Santander,San Miguel ,
Santander,San Vicente de Chucurí ,
Santander,Santa Bárbara ,
Santander,Santa Helena del Opón ,
Santander,Simacota ,
Santander,Socorro ,
Santander,Suaita ,
Santander,Sucre ,
Santander,Suratá ,
Santander,Tona ,
Santander,Valle de San José ,
Santander,Vélez ,
Santander,Vetas ,
Santander,Villanueva ,
Santander,Zapatoca ,
Sucre,Guaranda ,20
Sucre,Majagual ,28
Sucre,Sucre ,20
Sucre,Chalán ,
Sucre,Colosó ,
Sucre,Morroa ,
Sucre,Ovejas ,
Sucre,Sincelejo ,
Sucre,Coveñas ,
Sucre,Palmito ,
Sucre,San Onofre ,
Sucre,Santiago de Tolú ,
Sucre,Toluviejo ,
Sucre,Buenavista ,
Sucre,Corozal ,
Sucre,El Roble ,
Sucre,Galeras ,
Sucre,Los Palmitos ,
Sucre,Sampués ,
Sucre,San Juan de Betulia ,
Sucre,San Pedro ,
Sucre,Sincé ,
Sucre,Caimito ,
Sucre,La Unión ,
Sucre,San Benito Abad ,
Sucre,San Marcos ,
Tolima,Alvarado,412
Tolima,Anzoátegui,2010
Tolima,Cajamarca,1814
Tolima,Coello,329
Tolima,Espinal,323
Tolima,Flandes,285
Tolima,Ibagué,1225
Tolima,Piedras,403
Tolima,Rovira,900
Tolima,San Luis,500
Tolima,Valle de San Juan,600
Tolima,Casabianca,2081
Tolima,Herveo,2250
Tolima,Lérida,366
Tolima,Líbano,1565
Tolima,Murillo,3050
Tolima,Santa Isabel,2250
Tolima,Venadillo,349
Tolima,Villahermosa,2079
Tolima,Ambalema,241
Tolima,Armero,500
Tolima,Falan,990
Tolima,Fresno,1450
Tolima,Honda,225
Tolima,San Sebastián de Mariquita,495
Tolima,Palocabildo,1450
Tolima,Carmen de Apicalá,328
Tolima,Cunday,475
Tolima,Icononzo,1034
Tolima,Melgar,323
Tolima,Villarrica,1300
Tolima,Ataco,446
Tolima,Chaparral,854
Tolima,Coyaima,392
Tolima,Natagaima,326
Tolima,Ortega,402
Tolima,Planadas,1450
Tolima,Rioblanco,900
Tolima,Roncesvalles,2640
Tolima,San Antonio,1400
Tolima,Alpujarra,1361
Tolima,Dolores,1450
Tolima,Guamo,326
Tolima,Prado,321
Tolima,Purificación,329
Tolima,Saldaña,400
Tolima,Suárez,290
Valle del Cauca,Alcalá ,1290
Valle del Cauca,Andalucía ,995
Valle del Cauca,Ansermanuevo ,1035
Valle del Cauca,Argelia ,1560
Valle del Cauca,Bolívar ,978
Valle del Cauca,Buenaventura ,7
Valle del Cauca,Buga ,969
Valle del Cauca,Bugalagrande ,950
Valle del Cauca,Caicedonia ,1100
Valle del Cauca,Cali ,995
Valle del Cauca,Calima - El Darién ,1487
Valle del Cauca,Candelaria ,973
Valle del Cauca,Cartago ,917
Valle del Cauca,Dagua ,828
Valle del Cauca,El Águila ,1800
Valle del Cauca,El Cairo ,1850
Valle del Cauca,El Cerrito ,987
Valle del Cauca,El Dovio ,1434
Valle del Cauca,Florida ,1591
Valle del Cauca,Ginebra ,1100
Valle del Cauca,Guacarí ,900
Valle del Cauca,Jamundí ,975
Valle del Cauca,La Cumbre ,1038
Valle del Cauca,La Unión ,975
Valle del Cauca,La Victoria ,915
Valle del Cauca,Obando ,917
Valle del Cauca,Palmira ,1001
Valle del Cauca,Pradera ,1070
Valle del Cauca,Restrepo ,1400
Valle del Cauca,Riofrío ,909
Valle del Cauca,Roldanillo ,966
Valle del Cauca,San Pedro ,980
Valle del Cauca,Sevilla ,1612
Valle del Cauca,Toro ,950
Valle del Cauca,Trujillo ,1260
Valle del Cauca,Tuluá ,960
Valle del Cauca,Ulloa ,1350
Valle del Cauca,Versalles ,1864
Valle del Cauca,Vijes ,987
Valle del Cauca,Yotoco ,972
Valle del Cauca,Yumbo ,1021
Valle del Cauca,Zarzal ,916
Vaupés,Carurú ,185
Vaupés,Mitú ,200
Vaupés,Pacoa ,200
Vaupés,Papunaua ,200
Vaupés,Taraira ,189
Vaupés,Yavaraté ,100
Vichada,Cumaribo ,125
Vichada,La Primavera ,100
Vichada,Puerto Carreño ,51
Vichada,Santa Rosalía ,320
